temp,Temp_1,Temp_2,Temp_3,co2,ch4,n2o
-0.0865019585253464,-0.501904546082944,0.0895509585253436,-0.258230603686645,316.91,1.2009,0.2899
-0.501904546082944,0.0895509585253436,-0.258230603686645,-0.308397380184324,316.970833333333,1.20236666666667,0.289925
0.0895509585253436,-0.258230603686645,-0.308397380184324,-0.755098661290319,317.031666666667,1.20383333333333,0.28995
-0.258230603686645,-0.308397380184324,-0.755098661290319,-0.0323221705069159,317.0925,1.2053,0.289975
-0.308397380184324,-0.755098661290319,-0.0323221705069159,0.697489940092165,317.153333333333,1.20676666666667,0.29
-0.755098661290319,-0.0323221705069159,0.697489940092165,1.25049275345622,317.214166666667,1.20823333333333,0.290025
-0.0323221705069159,0.697489940092165,1.25049275345622,0.519029981566813,317275,1.2097,0.29005
0.697489940092165,1.25049275345622,0.519029981566813,-0.325833301843311,317.335833333333,1.21116666666667,0.290075
1.25049275345622,0.519029981566813,-0.325833301843311,-1.09851282488479,317.396666666667,1.21263333333333,0.2901
0.519029981566813,-0.325833301843311,-1.09851282488479,-0.8199788156682,317.4575,1.2141,0.290125
-0.325833301843311,-1.09851282488479,-0.8199788156682,-0.734057974654373,317.518333333333,1.21556666666667,0.29015
-1.09851282488479,-0.8199788156682,-0.734057974654373,-0.712620184331801,317.579166666667,1.21703333333333,0.290175
-0.8199788156682,-0.734057974654373,-0.712620184331801,-0.789774175115202,317.64,1.2185,0.2902
-0.734057974654373,-0.712620184331801,-0.789774175115202,-0.707458808755757,317.7075,1.21951416666667,0.290225
-0.712620184331801,-0.789774175115202,-0.707458808755757,-0.893119661290317,317775,1.22052833333333,0.29025
-0.789774175115202,-0.707458808755757,-0.893119661290317,-0.586288313364062,317.8425,1.2215425,0.290275
-0.707458808755757,-0.893119661290317,-0.586288313364062,0.497072082949313,317.91,1.22255666666667,0.2903
-0.893119661290317,-0.586288313364062,0.497072082949313,0.699656467741935,317.9775,1.22357083333333,0.290325
-0.586288313364062,0.497072082949313,0.699656467741935,0.110205552995392,318045,1.224585,0.29035
0.497072082949313,0.699656467741935,0.110205552995392,-0.297109016129035,318.1125,1.22559916666667,0.290375
0.699656467741935,0.110205552995392,-0.297109016129035,-0.0702423963133647,318.18,1.22661333333333,0.2904
0.110205552995392,-0.297109016129035,-0.0702423963133647,-0.332605672811059,318.2475,1.2276275,0.290425
-0.297109016129035,-0.0702423963133647,-0.332605672811059,-0.659970974654371,318315,1.22864166666667,0.29045
-0.0702423963133647,-0.332605672811059,-0.659970974654371,-0.620380612903229,318.3825,1.22965583333333,0.290475
-0.332605672811059,-0.659970974654371,-0.620380612903229,-0.733026317972353,318.45,1.23067,0.2905
-0.659970974654371,-0.620380612903229,-0.733026317972353,-0.775710237327182,318495,1.23231833333333,0.290533333333333
-0.620380612903229,-0.733026317972353,-0.775710237327182,-0.282662089861748,318.54,1.23396666666667,0.290566666666667
-0.733026317972353,-0.775710237327182,-0.282662089861748,0.223293972350227,318585,1.235615,0.2906
-0.775710237327182,-0.282662089861748,0.223293972350227,0.704290225806457,318.63,1.23726333333333,0.290633333333333
-0.282662089861748,0.223293972350227,0.704290225806457,1.50575661059908,318675,1.23891166666667,0.290666666666667
0.223293972350227,0.704290225806457,1.50575661059908,2.05157112442396,318.72,1.24056,0.2907
0.704290225806457,1.50575661059908,2.05157112442396,0.346370412442393,318765,1.24220833333333,0.290733333333333
1.50575661059908,2.05157112442396,0.346370412442393,-0.531463539170499,318.81,1.24385666666667,0.290766666666667
2.05157112442396,0.346370412442393,-0.531463539170499,-0.0538993870967808,318855,1.245505,0.2908
0.346370412442393,-0.531463539170499,-0.0538993870967808,0.292324882488487,318.9,1.24715333333333,0.290833333333333
-0.531463539170499,-0.0538993870967808,0.292324882488487,-0.123562612903232,318945,1.24880166666667,0.290866666666667
-0.0538993870967808,0.292324882488487,-0.123562612903232,-0.552826032258064,318.99,1.25045,0.2909
0.292324882488487,-0.123562612903232,-0.552826032258064,-0.968071380184327,319.0425,1.25127083333333,0.290925
-0.123562612903232,-0.552826032258064,-0.968071380184327,-0.995256089861748,319095,1.25209166666667,0.29095
-0.552826032258064,-0.968071380184327,-0.995256089861748,-0.490580313364063,319.1475,1.2529125,0.290975
-0.968071380184327,-0.995256089861748,-0.490580313364063,-0.260887774193549,319.2,1.25373333333333,291
-0.995256089861748,-0.490580313364063,-0.260887774193549,-0.202706817972352,319.2525,1.25455416666667,0.291025
-0.490580313364063,-0.260887774193549,-0.202706817972352,-0.957390589861753,319305,1.255375,0.29105
