,data,temp
0,1961-01-01,-0.08650195852534637
1,1961-02-01,-0.5019045460829439
2,1961-03-01,0.08955095852534356
3,1961-04-01,-0.25823060368664486
4,1961-05-01,-0.3083973801843243
5,1961-06-01,-0.7550986612903188
6,1961-07-01,-0.03232217050691588
7,1961-08-01,0.697489940092165
8,1961-09-01,1.2504927534562178
9,1961-10-01,0.5190299815668133
10,1961-11-01,-0.3258333018433106
11,1961-12-01,-1.0985128248847928
12,1962-01-01,-0.8199788156682004
13,1962-02-01,-0.7340579746543732
14,1962-03-01,-0.7126201843318007
15,1962-04-01,-0.7897741751152019
16,1962-05-01,-0.7074588087557565
17,1962-06-01,-0.8931196612903172
18,1962-07-01,-0.5862883133640615
19,1962-08-01,0.4970720829493125
20,1962-09-01,0.699656467741935
21,1962-10-01,0.11020555299539225
22,1962-11-01,-0.29710901612903484
23,1962-12-01,-0.07024239631336471
24,1963-01-01,-0.33260567281105935
25,1963-02-01,-0.6599709746543709
26,1963-03-01,-0.6203806129032294
27,1963-04-01,-0.7330263179723531
28,1963-05-01,-0.775710237327182
29,1963-06-01,-0.28266208986174846
30,1963-07-01,0.22329397235022697
31,1963-08-01,0.7042902258064565
32,1963-09-01,1.5057566105990823
33,1963-10-01,2.051571124423962
34,1963-11-01,0.3463704124423934
35,1963-12-01,-0.5314635391704989
36,1964-01-01,-0.05389938709678077
37,1964-02-01,0.29232488248848654
38,1964-03-01,-0.1235626129032319
39,1964-04-01,-0.5528260322580643
40,1964-05-01,-0.9680713801843268
41,1964-06-01,-0.9952560898617477
42,1964-07-01,-0.49058031336406316
43,1964-08-01,-0.2608877741935487
44,1964-09-01,-0.20270681797235213
45,1964-10-01,-0.9573905898617525
46,1964-11-01,-0.28363744470046015
47,1964-12-01,-0.3481169677419267
48,1965-01-01,-0.08829967281106121
49,1965-02-01,-0.17314683179722934
50,1965-03-01,-0.8409983271889416
51,1965-04-01,-0.7916454608294927
52,1965-05-01,-0.8407959516128969
53,1965-06-01,-0.6226182327188887
54,1965-07-01,-0.6575510276497738
55,1965-08-01,-0.4977633456221149
56,1965-09-01,0.09750232488480037
57,1965-10-01,0.17780812442396154
58,1965-11-01,-0.2225431589861735
59,1965-12-01,0.0013643179723494825
60,1966-01-01,-0.22040324423963753
61,1966-02-01,0.08722759677419845
62,1966-03-01,-0.1507861843317997
63,1966-04-01,-0.46762446082949793
64,1966-05-01,-0.7155579516129009
65,1966-06-01,-0.7245826612903166
66,1966-07-01,-0.328576741935489
67,1966-08-01,-0.3109197741935432
68,1966-09-01,-0.4019908179723437
69,1966-10-01,0.07132912442396133
70,1966-11-01,-0.5785193018433148
71,1966-12-01,-0.6729468248847859
72,1967-01-01,-0.7129071013824912
73,1967-02-01,-0.4468632603686551
74,1967-03-01,-0.42344247004607993
75,1967-04-01,-0.4306751751152085
76,1967-05-01,-0.40361195161289487
77,1967-06-01,-0.6340282327188866
78,1967-07-01,-0.5346621705069161
79,1967-08-01,-0.5536860599078324
80,1967-09-01,-0.28922210368663315
81,1967-10-01,-0.5056671612903223
82,1967-11-01,-0.5825245875576002
83,1967-12-01,-0.27008111059907236
84,1968-01-01,-0.33919967281106267
85,1968-02-01,-0.45324897465437175
86,1968-03-01,-0.8840263271889448
87,1968-04-01,-0.9929658894009243
88,1968-05-01,-1.3403595230414709
89,1968-06-01,-0.5108406612903167
90,1968-07-01,-0.13867702764977707
91,1968-08-01,-0.5374537741935406
92,1968-09-01,-0.9197712465437746
93,1968-10-01,-0.32307316129031705
94,1968-11-01,-0.49818401612903074
95,1968-12-01,-0.4240639677419331
96,1969-01-01,-0.21039281566820378
97,1969-02-01,0.24359245391705997
98,1969-03-01,0.17977195852533967
99,1969-04-01,0.17744653917050357
100,1969-05-01,0.2679216198156773
101,1969-06-01,0.25366991013825313
102,1969-07-01,-0.31405202764977247
103,1969-08-01,-0.05677534562211761
104,1969-09-01,0.23774661059907842
105,1969-10-01,-0.20252401843317358
106,1969-11-01,0.40386441244240245
107,1969-12-01,-0.025915110599072477
108,1970-01-01,-0.03009010138248769
109,1970-02-01,0.06842602534562658
110,1970-03-01,-0.09171747004608122
111,1970-04-01,-0.2552518894009239
112,1970-05-01,-0.19672352304147012
113,1970-06-01,-0.15869751843317914
114,1970-07-01,-0.34630274193549226
115,1970-08-01,-0.26554377419354935
116,1970-09-01,-0.8514209608294898
117,1970-10-01,-0.2762993041474644
118,1970-11-01,-0.7171451589861704
119,1970-12-01,-0.3164633963133596
120,1971-01-01,-0.50338567281106
121,1971-02-01,-0.9119825460829425
122,1971-03-01,-0.6345623271889451
123,1971-04-01,-1.022695746543775
124,1971-05-01,-0.990128665898613
125,1971-06-01,-1.0021563755760354
126,1971-07-01,-0.48542588479263316
127,1971-08-01,-0.8989989170506902
128,1971-09-01,-0.7526203894009207
129,1971-10-01,-1.1560867327188937
130,1971-11-01,-0.8937957304147481
131,1971-12-01,-0.23680596774192608
132,1972-01-01,-0.7707903870967776
133,1972-02-01,-0.7186219746543756
134,1972-03-01,-0.5972387557603724
135,1972-04-01,-0.775051746543781
136,1972-05-01,-0.11320223732719015
137,1972-06-01,-0.05975308986175065
138,1972-07-01,-0.036398456221210296
139,1972-08-01,-0.5207126313364014
140,1972-09-01,-0.2387905322580579
141,1972-10-01,-0.03579544700460602
142,1972-11-01,-0.14150201612903146
143,1972-12-01,-0.17664311059907334
144,1973-01-01,0.2870186129032284
145,1973-02-01,0.29221116820277615
146,1973-03-01,0.23060438709676845
147,1973-04-01,0.0397191105990764
148,1973-05-01,-0.44758880875575713
