,Temp_3,Pred,0
0,-0.271261383064505,-0.5111244959435471,0.23986311287904216
1,-0.0869866088709621,-0.02972590999999929,0.057260698870962815
2,-0.442277100806454,0.013808116697580775,0.45608521750403475
3,-0.149905622983873,-0.15119131963306578,0.0012856966491927857
4,0.733364806451615,0.27518749140726123,0.4581773150443537
5,2.64969529032258,1.7835098346693643,0.8661854556532158
6,1.40333036290323,0.4931186565483895,0.9102117063548406
7,-0.0322206129032239,0.26708172446370926,0.2993023373669332
8,-0.946988358870971,-0.4657144610201647,0.48127389785080626
9,-1.46061918951613,-1.011700646040326,0.44891854347580407
10,-1.40352004032258,-1.0858019763991917,0.3177180639233883
11,-0.962359895161292,-0.7585191853064503,0.2038407098548416
12,-0.979971883064511,-0.7171006388951597,0.26287124416935126
13,-1.09613810887096,-1.0149423361935386,0.08119577267742151
14,-2.05947660080646,-1.4925641978185462,0.5669124029879136
15,-1.60319737298387,-1.3751455389354874,0.22805183404838258
16,-0.549879693548384,-1.1529102207822566,0.6030305272338726
17,-0.23782845967742,-0.4747911554798373,0.2369626958024173
18,-2.11868813709677,-1.5234016408104913,0.5952864962862787
19,-1.39239036290322,-0.8447434955403226,0.5476468673628974
20,-1.51106985887097,-1.3814182634112877,0.1296515954596822
21,-0.146449189516137,-0.5264999075362964,0.3800507180201594
22,-1.35902854032258,-0.9528049425725831,0.40622359774999683
23,0.0006888548387067,-0.334836720141133,0.3355255749798397
24,-0.909642633064511,-0.6224146238790297,0.2872280091854813
25,-0.795260608870962,-0.25977751979838765,0.5354830890725744
26,-0.844222100806455,-0.3627288813266111,0.4814932194798439
27,-0.357895122983873,-0.2764587883911311,0.08143633459274191
28,0.403352556451615,0.18685911841935532,0.21649343803225968
29,1.72150679032258,0.06933013774193654,1.6521766525806434
30,1.70772436290323,0.3321826273306463,1.3755417355725836
31,0.715497637096775,0.6815128160322613,0.033984821064513726
32,-1.04215685887097,-0.4635737649637143,0.5785830939072557
33,-2.04949418951614,-1.401537832161307,0.6479563573548328
34,-1.17415579032258,-1.0560748134314484,0.11808097689113173
35,-1.36593914516129,-0.9027070132822589,0.463232131879031
36,-0.78054813306451,-0.8607140945685472,0.08016596150403721
